date,open,close,rsi,avg_gain,avg_loss
20240102,222500,227500,67.39,1829.2927,885.1775
20240103,223500,222000,58.3,1698.6289,1214.8077
20240104,221000,223000,59.38,1648.7269,1128.0357
20240105,222500,220500,55.53,1530.9606,1226.0332
20240108,222000,226500,61.91,1850.1777,1138.4594
20240109,229500,229500,64.64,1932.3079,1057.1409
20240110,229500,231000,65.95,1901.4288,981.6308
20240111,232500,231500,66.4,1801.3267,911.5143
20240112,232000,230500,64.57,1672.6605,917.8347
20240115,230000,229500,62.71,1553.1848,923.7037
20240116,227500,230000,63.28,1477.9573,857.7248
20240117,228500,219000,46.45,1372.3889,1582.1731
20240118,217000,216500,43.61,1274.3611,1647.7321
20240119,219000,215500,42.49,1183.3353,1601.4655
20240122,219000,217000,44.78,1205.9542,1487.0752
20240123,218000,218000,46.31,1191.2432,1380.8555
20240124,219000,218000,46.31,1106.1544,1282.223
20240125,216000,213500,40.45,1027.1434,1512.0642
20240126,211500,216500,45.41,1168.0617,1404.0596
20240129,216500,212000,40.03,1084.6287,1625.1982
20240130,214000,209500,37.37,1007.1553,1687.684
20240131,208500,200500,29.73,935.2156,2209.9923
20240201,199500,202500,33.01,1011.2716,2052.1357
20240202,209500,221500,54.65,2296.1808,1905.5546
20240205,220500,208000,43.82,2132.1679,2733.7293
20240206,208000,205500,42.15,1979.8702,2717.0343
20240207,208000,204500,41.47,1838.4509,2594.389
20240208,206500,206000,42.96,1814.2758,2409.0755
20240213,206500,205000,42.19,1684.6847,2308.4273
20240214,200500,202500,40.25,1564.3501,2322.111
20240215,205000,203500,41.41,1524.0393,2156.246
20240216,205500,205000,43.19,1522.3222,2002.2284
20240219,206500,203500,41.82,1413.5849,1966.3549
20240220,203500,202500,40.89,1312.6146,1897.3296
20240221,202000,202500,40.89,1218.8564,1761.806
20240222,204000,202000,40.37,1131.7952,1671.677
20240223,202500,200500,38.78,1050.9527,1659.4144
20240226,200000,199900,38.13,975.8847,1583.7419
20240227,199900,200000,38.31,913.3215,1470.6175
20240228,200500,204000,45.36,1133.7985,1365.5734
20240229,200000,195000,35.52,1052.8129,1910.8896
20240304,194400,192000,32.96,977.612,1988.6832
20240305,191800,188700,30.36,907.7826,2082.3487
20240306,189000,189800,32.28,921.5124,1933.6095
20240307,191200,189000,31.59,855.6901,1852.6374
20240308,190000,188000,30.72,794.5693,1791.7347
20240311,188200,189900,34.43,873.5287,1663.7537
20240312,190700,190500,35.6,853.9909,1544.9141
20240313,191100,188400,33.35,792.9916,1584.5631
20240314,188800,186800,31.71,736.3493,1585.6657
20240315,186100,186100,30.99,683.7529,1522.4039
20240318,186200,184100,28.97,634.9134,1556.5179
20240319,183200,182600,27.52,589.5625,1552.4809
20240320,183000,183100,28.8,583.1652,1441.5894
20240321,184700,184400,32.15,634.3676,1338.6187
20240322,184600,188900,42.28,910.4842,1243.0031
20240325,187300,188000,40.96,845.4497,1218.5029
20240326,188000,188900,42.88,849.3461,1131.467
20240327,188900,189300,43.75,817.25,1050.6479
20240328,190000,187100,40.12,758.875,1132.7445
20240329,187300,187400,40.84,726.0982,1051.8342
20240401,188000,194300,54.44,1167.0912,976.7032
20240402,192500,192000,50.29,1083.7275,1071.2244
20240403,191000,193400,52.66,1106.3184,994.7083
20240404,195900,194300,54.17,1091.5814,923.6577
20240405,192100,193100,51.79,1013.6113,943.3965
20240408,193100,189900,46.01,941.2105,1104.5824
20240409,189100,189000,44.5,873.9811,1089.9694
20240411,186100,183600,36.73,811.5539,1397.8287
20240412,184700,185900,41.42,917.8715,1297.9838
20240415,183800,182800,37.4,852.3093,1426.6993
20240416,181600,179500,33.65,791.43,1560.5065
20240417,180800,179600,33.87,742.0422,1449.0417
20240418,180000,180700,36.33,767.6106,1345.5387
20240419,179900,182400,40.04,834.2098,1249.4288
20240422,185200,180900,37.94,774.6234,1267.3268
20240423,181400,180100,36.83,719.2932,1233.9463
20240424,181400,183700,44.67,925.0579,1145.8073
20240425,181500,182700,43.07,858.9824,1135.3925
20240426,184100,181500,41.16,797.6265,1140.0073
20240429,182200,184700,47.8,969.2246,1058.5782
20240430,184600,184400,47.26,899.9943,1004.394
20240502,185200,188800,55.22,1149.9947,932.6516
20240503,195000,194600,63.12,1482.1379,866.0336
20240507,197400,194800,63.36,1390.5566,804.1741
20240508,194100,190900,55.74,1291.2312,1025.3045
20240509,185900,188300,51.31,1199.0004,1137.7828
20240510,188300,188600,51.79,1134.7861,1056.5126
20240513,186900,184300,44.99,1053.7299,1288.1902
20240514,185100,184400,45.17,985.6063,1196.1766
20240516,186300,188500,52.1,1208.063,1110.7355
20240517,188600,187300,50.1,1121.7728,1117.1115
20240520,187900,184000,45.0,1041.6462,1273.0321
20240521,182100,183200,43.84,967.2429,1239.2441
20240522,182800,182600,42.94,898.1541,1193.5838
20240523,181900,182100,42.16,834.0002,1144.0421
20240524,180300,179000,37.63,774.4288,1283.7534
20240527,180000,179000,37.63,719.1125,1192.0567
20240528,178500,177400,35.35,667.7473,1221.1955
20240529,178100,175300,32.57,620.051,1283.9673
20240530,173500,170400,27.18,575.7617,1542.2553
20240531,170500,170200,26.99,534.6358,1446.3799
20240603,172000,172700,33.45,675.019,1343.0671
20240604,172600,176800,42.44,919.6605,1247.1337
20240605,177400,177100,43.05,875.399,1158.0527
20240607,177500,175400,40.45,812.8705,1196.7633
20240610,173100,170700,34.28,754.8084,1446.9945
20240611,171000,170200,33.69,700.8935,1379.352
20240612,170000,168400,31.59,650.8297,1409.3983
20240613,170000,169900,35.22,711.4847,1308.727
20240614,169300,169900,35.22,660.6643,1215.2465
20240617,168800,166100,30.47,613.474,1399.8717
20240618,166700,166800,32.28,619.6545,1299.8809
20240619,167700,167900,35.14,653.9649,1207.0323
20240620,167500,167200,34.15,607.2531,1170.8157
20240621,166200,167600,35.27,592.4493,1087.186
20240624,167700,168900,38.91,642.9886,1009.5298
20240625,168200,166400,34.85,597.0609,1115.992
20240626,165800,168400,40.22,697.2708,1036.2783
20240627,166800,165400,35.5,647.4657,1176.5441
20240628,167300,166900,39.33,708.3611,1092.5052
20240701,165400,162900,33.59,657.7638,1300.1834
20240702,161600,159900,30.05,610.7807,1421.5989
20240703,160000,159800,29.94,567.1535,1327.199
20240704,160100,159800,29.94,526.6425,1232.3991
20240705,160600,168100,48.6,1081.8824,1144.3706
20240708,168100,170500,52.53,1176.0336,1062.6298
20240709,171100,170700,52.86,1106.3169,986.7277
20240710,170600,177500,62.28,1513.0086,916.2471
20240711,178400,176100,59.64,1404.9365,950.8009
20240712,176100,174800,57.21,1304.5839,975.7437
20240715,178200,176300,59.27,1318.5422,906.0477
20240716,175600,171600,50.99,1224.3606,1177.0443
20240717,172000,173400,53.66,1265.4777,1092.9697
20240718,173300,174900,55.82,1282.2293,1014.9005
20240719,173700,172200,51.19,1190.6415,1135.2647
