date,open,close,rsi,avg_gain,avg_loss
20211125,75100,73700,63.73,464.2857,264.2857
20211126,73500,72300,55.52,431.1224,345.4082
20211129,71700,72300,55.52,400.328,320.7362
20211130,73200,71300,50.17,371.7331,369.255
20211201,72000,74400,62.3,566.6093,342.8796
20211202,73900,75800,66.29,626.1372,318.3882
20211203,75600,75600,65.23,581.4132,309.9319
20211206,75100,76300,67.21,589.8836,287.7939
20211207,76100,77400,70.09,626.3205,267.2372
20211208,78300,77400,70.09,581.5833,248.1489
20211209,77400,78200,72.16,597.1845,230.4239
20211210,77400,76900,64.38,554.5285,306.8222
20211213,77200,76800,63.81,514.9193,292.0492
20211214,76500,77000,64.49,492.4251,271.1886
20211215,76400,77600,66.51,500.109,251.8179
20211216,78500,77800,67.18,478.6726,233.8309
20211217,76800,78000,67.88,458.7675,217.1287
20211220,77600,77100,61.57,425.9984,265.9053
20211221,77900,78100,65.41,466.9985,246.912
20211222,78900,79400,69.66,526.4986,229.2754
20211223,79800,79900,71.13,524.6058,212.8986
20211224,80200,80500,72.83,529.9911,197.6916
20211227,80600,80200,70.59,492.1346,204.9993
20211228,80200,80300,70.91,464.125,190.3565
20211229,80200,78800,60.29,430.9732,283.9025
20211230,78900,78300,57.21,400.1894,299.338
20220103,79400,78600,58.58,393.033,277.9567
20220104,78800,78700,59.04,372.1021,258.1027
20220105,78800,77400,50.96,345.5234,332.5239
20220106,76700,76900,48.22,320.8431,344.4865
20220107,78100,78300,55.44,397.9258,319.8803
20220110,78100,78000,53.71,369.5025,318.4603
20220111,78400,78900,57.94,407.3952,295.7131
20220112,79500,78900,57.94,378.2955,274.5908
20220113,79300,77900,51.83,351.2744,326.4057
20220114,77700,77300,48.53,326.1834,345.9482
20220117,77600,77500,49.68,317.1703,321.2376
20220118,77600,77000,46.86,294.5153,334.0063
20220119,76500,76300,43.16,273.4785,360.1487
20220120,76200,76500,44.51,268.23,334.4238
20220121,75800,75600,39.92,249.0707,374.8221
20220124,75400,75100,37.6,231.2799,383.7634
20220125,74800,74000,33.06,214.76,434.9232
20220126,73900,73300,30.53,199.42,453.8572
20220127,73800,71300,24.71,185.1757,564.296
20220128,71300,73300,37.53,314.806,523.9891
20220203,74900,73300,37.53,292.3198,486.5613
20220204,74300,74000,41.57,321.4399,451.807
20220207,73500,73000,37.81,298.4799,490.9636
20220208,73800,73500,40.7,312.8742,455.8948
20220209,74300,74700,47.06,376.2403,423.3309
20220210,75600,75400,50.4,399.366,393.0929
20220211,75000,74900,48.06,370.8398,400.7292
20220214,74400,73700,42.93,344.3513,457.8199
20220215,74100,73700,42.93,319.7548,425.1185
20220216,74600,74800,48.75,375.4866,394.7529
20220217,75000,75000,49.75,362.9518,366.5563
20220218,74600,74300,46.33,337.0267,390.3737
20220221,73200,74200,45.85,312.9533,369.6327
20220222,73000,73400,42.06,290.5995,400.3732
20220223,73800,73000,40.26,269.8424,400.3466
20220224,72300,71500,34.35,250.568,478.8932
20220225,72100,71900,37.01,261.2417,444.6866
20220228,71100,72100,38.35,256.8673,412.9232
20220302,72300,71700,36.67,238.5196,412.0002
20220303,72300,72900,44.54,307.1968,382.5716
20220304,72700,71500,38.52,285.2542,455.245
20220307,70000,70100,33.63,264.8789,522.7275
20220308,68800,69500,31.77,245.9589,528.247
20220310,70800,71200,41.63,349.819,490.5151
20220311,70500,70000,37.51,324.8319,541.1926
20220314,70000,70200,38.6,315.9154,502.536
20220315,69800,69500,36.22,293.35,516.6405
20220316,70200,70400,41.24,336.6821,479.7376
20220317,71200,71200,45.36,369.7763,445.4707
20220318,70600,70700,43.31,343.3637,449.3656
20220321,70900,69900,40.19,318.8377,474.4109
20220322,69900,70300,42.43,324.635,440.5244
20220323,70600,70500,43.56,315.7325,409.0584
20220324,69600,69800,40.55,293.1802,429.8399
20220325,70100,69800,40.55,272.2387,399.1371
20220328,69500,69700,40.09,252.7931,377.7702
20220329,70000,70200,43.53,270.4508,350.7866
20220330,70300,69900,41.97,251.1328,347.159
20220331,69900,69600,40.42,233.1948,343.7905
20220401,69500,69100,37.89,216.538,354.9483
20220404,68900,69300,39.52,215.3567,329.5948
20220405,69400,69200,38.97,199.9741,313.1952
20220406,68600,68500,35.27,185.6902,340.8241
20220407,68500,68000,32.87,172.4266,352.1938
20220408,68100,67800,31.93,160.1105,341.3228
20220411,67800,67900,32.96,155.8169,316.9426
20220412,67600,67000,28.75,144.6871,358.5896
20220413,67300,68700,43.44,255.7809,332.976
20220414,68700,67500,37.56,237.5108,394.9063
20220415,67200,66600,33.85,220.5457,430.9844
20220418,66500,66700,34.62,211.9353,400.1998
20220419,67100,67300,39.21,239.6542,371.6141
20220420,67000,67400,39.96,229.6789,345.0703
20220421,67600,67700,42.28,234.7019,320.4224
20220422,67200,67000,38.54,217.9374,347.5351
20220425,66500,66300,35.19,202.3705,372.7111
20220426,66400,66100,34.27,187.9155,360.3746
20220427,65400,65000,29.69,174.4929,413.205
20220428,65400,64800,28.93,162.0291,397.9761
20220429,65100,67400,47.64,336.1699,369.5492
20220502,66600,67300,47.12,312.1578,350.2957
20220503,67400,67500,48.32,304.1465,325.2746
20220504,68000,67900,50.73,310.9932,302.0407
20220506,67000,66500,43.15,288.7794,380.4664
20220509,66300,66100,41.25,268.1523,381.8616
20220510,65900,65700,39.39,248.9986,383.1572
20220511,65500,65700,39.39,231.2129,355.7888
20220512,65200,64900,35.65,214.6977,387.5182
20220513,65300,66500,46.57,313.6479,359.8383
20220516,67100,66300,45.53,291.2445,348.4213
20220517,66600,67600,52.89,363.2984,323.5341
20220518,68300,68100,55.39,373.0628,300.4245
20220519,66500,67500,51.84,346.4155,321.8228
20220520,67800,68000,54.46,357.3858,298.8354
20220523,68800,67900,53.83,331.8583,284.6329
20220524,67500,66500,45.83,308.1541,364.302
20220525,66700,66400,45.31,286.1431,345.4233
20220526,66300,65900,42.71,265.7043,356.4644
20220527,66700,66500,46.66,289.5826,331.0027
20220530,67500,67700,53.57,354.6124,307.3597
20220531,67500,67400,51.76,329.2829,306.834
20220602,66600,66700,47.72,305.7627,334.9172
20220603,67200,66800,48.34,291.0654,310.9946
20220607,66200,65500,41.46,270.275,381.6378
20220608,65400,65300,40.5,250.9696,368.6637
20220609,65100,65200,40.01,233.0432,349.4734
20220610,64000,63800,33.76,216.3973,424.511
20220613,62400,62100,28.04,200.9403,515.6174
20220614,61200,61900,27.45,186.5875,493.0733
20220615,61300,60700,24.17,173.2598,543.5681
20220616,61300,60900,25.76,175.1698,504.7418
20220617,59400,59800,22.91,162.6577,547.2602
20220620,59800,58700,20.47,151.0393,586.7416
20220621,58700,58500,20.05,140.2507,559.1172
20220622,59000,57600,18.25,130.2328,583.466
20220623,57700,57400,17.86,120.9305,556.0756
20220624,57900,58400,26.24,183.7212,516.3559
20220627,59000,58800,29.35,199.1697,479.4733
20220628,59200,59400,33.85,227.8004,445.2252
20220629,58500,58000,29.18,211.5289,513.4234
20220630,57200,57000,26.38,196.4197,548.1789
20220701,56900,56200,24.37,182.3897,566.1661
20220704,56100,57100,30.77,233.6476,525.7257
