date,open,close,rsi,avg_gain,avg_loss
20230717,73200,73300,54.9,331.6327,272.449
20230718,73200,72000,47.1,307.9446,345.8455
20230719,72700,71700,45.5,285.9486,342.5708
20230720,71100,71000,41.91,265.5237,368.1015
20230721,70400,70300,38.62,246.5577,391.8085
20230724,70100,70400,39.35,236.0893,363.8222
20230725,70000,70000,37.43,219.2258,366.4063
20230726,69800,69800,36.48,203.5668,354.5201
20230727,69900,71700,49.66,324.7406,329.1973
20230728,71800,70600,43.97,301.5448,384.2546
20230731,70900,69800,40.35,280.0059,413.9507
20230801,70100,71100,47.86,352.8626,384.3828
20230802,70700,69900,42.54,327.6582,442.6412
20230803,69900,68800,38.33,304.254,489.5954
20230804,68800,68300,36.56,282.5216,490.3386
20230807,67700,68500,37.79,276.6272,455.3144
20230808,69000,67600,34.53,256.8681,487.0776
20230809,68000,68900,42.29,331.3775,452.2864
20230810,68300,68000,38.85,307.7077,484.2659
20230811,68400,67500,37.05,285.7286,485.3898
20230814,67500,67300,36.33,265.3194,465.0048
20230816,66700,67000,35.22,246.368,453.2187
20230817,66300,66700,34.09,228.7703,442.2745
20230818,66000,66300,32.6,212.4296,439.2549
20230821,66600,66600,34.9,218.6846,407.8796
20230822,67200,66600,34.9,203.0643,378.7453
20230823,66700,67100,38.94,224.274,351.6921
20230824,68300,68200,46.76,286.8258,326.5712
20230825,67100,67100,41.09,266.3383,381.8161
20230828,66800,66800,39.68,247.3141,375.9721
20230829,66900,66800,39.68,229.6488,349.117
20230830,67300,67100,41.99,234.6739,324.1801
20230831,67100,66900,40.87,217.9115,315.31
20230901,66800,71000,62.84,495.2035,292.7879
20230904,72900,71200,63.56,474.1175,271.8745
20230905,70900,70700,60.44,440.252,288.1692
20230906,70700,70000,56.28,408.8054,317.5856
20230907,70000,70400,58.06,408.1765,294.901
20230908,70200,70300,57.43,379.021,280.9795
20230911,70400,70800,59.77,387.6624,260.9095
20230912,70800,70500,57.72,359.9722,263.7017
20230913,71100,70900,59.71,362.8313,244.8658
20230914,71200,71700,63.41,394.0577,227.3754
20230915,71700,72000,64.72,387.3393,211.1343
20230918,71300,70200,52.56,359.6722,324.6247
20230919,70400,69800,50.3,333.9813,330.0087
20230920,70000,69600,49.16,310.1255,320.7223
20230921,69200,68900,45.29,287.9737,347.8136
20230922,68300,68800,44.75,267.4041,330.1126
20230925,68500,69400,48.71,291.161,306.5332
20230926,70000,68600,44.17,270.3638,341.7808
20230927,68600,68400,43.08,251.0521,331.6536
20231004,67400,67500,38.51,233.1198,372.2498
20231005,67300,66700,34.96,216.4684,402.8034
20231006,67100,66000,32.16,201.0063,424.0317
20231010,66200,66400,35.34,215.2202,393.7437
20231011,68600,68200,47.32,328.4187,365.6192
20231012,68600,68900,51.11,354.9602,339.5035
20231013,68000,68000,46.48,329.6059,379.539
20231016,67900,67300,43.2,306.0627,402.429
20231017,67700,69400,53.75,434.201,373.6841
20231018,68900,70500,58.13,481.7581,346.9924
20231019,69700,69500,53.19,447.3468,393.6358
20231020,68900,68800,49.99,415.3935,415.5189
20231023,68700,68400,48.21,385.7225,414.4104
20231024,68700,68500,48.7,365.3138,384.8097
20231025,68800,68000,46.33,339.2199,393.0376
20231026,67000,66700,40.76,314.9899,457.8206
20231027,67100,67300,44.1,335.3478,425.1191
20231030,66800,67300,44.1,311.3944,394.7535
20231031,67600,66900,42.26,289.1519,395.1282
20231101,67500,68600,51.52,389.9268,366.9048
20231102,70000,69700,56.4,440.6463,340.6973
20231103,69700,69600,55.85,409.1716,323.5046
20231106,69800,70900,61.15,472.8022,300.3972
20231107,70600,70900,61.15,439.0306,278.9402
20231108,71300,69900,55.23,407.6713,330.4445
20231109,69900,70300,57.02,407.1233,306.8413
20231110,70000,70500,57.93,392.3288,284.9241
20231113,71300,70400,57.28,364.3053,271.7152
20231114,71000,70800,59.25,366.8549,252.307
20231115,71600,72200,65.29,440.651,234.2851
20231116,72500,72800,67.51,452.0331,217.5504
20231117,72300,72500,65.26,419.745,223.4397
20231120,72100,72700,66.07,404.0489,207.4797
20231121,73100,72800,66.49,382.3311,192.6597
20231122,72200,72800,66.49,355.0218,178.8983
20231123,73000,72400,62.87,329.6631,194.6913
20231124,72400,71700,57.02,306.1157,230.7848
20231127,71500,71300,53.92,284.2503,242.8716
20231128,71400,72700,61.74,363.9467,225.5236
20231129,72400,72700,61.74,337.9505,209.4148
20231130,72700,72800,62.27,320.9541,194.4566
20231201,72400,72000,55.63,298.0288,237.7097
20231204,72800,72600,59.15,319.5981,220.7304
20231205,72300,71200,49.32,296.7697,304.964
20231206,71800,71700,52.36,311.2861,283.1808
20231207,71800,71500,51.04,289.0514,277.2393
20231208,72100,72600,57.41,346.9763,257.4365
20231211,72800,73000,59.47,350.7637,239.0482
20231212,73300,73500,61.95,361.4235,221.9733
20231213,73300,72800,56.72,335.6075,256.1181
20231214,74100,73100,58.34,333.0641,237.8239
20231215,73800,73300,59.43,323.5595,220.8365
20231218,73300,72900,56.26,300.4481,233.6339
20231219,73000,73400,59.19,314.7018,216.9458
20231220,74200,74800,66.07,392.2231,201.4496
20231221,74600,75000,66.92,378.4929,187.0604
20231222,75800,75900,70.53,415.7434,173.6989
20231226,76100,76600,73.0,436.0475,161.2919
20231227,76700,78000,77.12,504.9012,149.771
20231228,77700,78500,78.39,504.5511,139.0731
20240102,78200,79600,80.9,547.0832,129.1393
20240103,78500,77000,62.44,508.0058,305.6293
20240104,76100,76600,60.16,471.7197,312.3701
20240105,76700,76600,60.16,438.0254,290.058
20240108,77000,76500,59.53,406.7379,276.4824
20240109,77400,74700,49.5,377.6852,385.3051
20240110,75000,73600,44.56,350.7077,436.3547
20240111,72900,73200,42.88,325.6571,433.7579
20240112,73000,73100,42.45,302.3959,409.9181
20240115,73200,73900,47.03,337.9391,380.6382
20240116,73500,72600,41.28,313.8005,446.3069
20240117,73100,71000,35.53,291.3862,528.7136
20240118,71600,71700,39.5,320.5729,490.9483
20240119,73500,74700,52.9,511.9606,455.8806
20240122,75900,75100,54.35,503.9634,423.3177
20240123,75700,75200,54.72,475.1089,393.0807
20240124,75200,74000,49.46,441.1725,450.7178
20240125,74200,74100,49.9,416.803,418.5237
20240126,73700,73400,46.88,387.0314,438.6291
20240129,73800,74400,51.4,430.8149,407.2985
20240130,75000,74300,50.94,400.0424,385.3486
20240131,73400,72700,44.03,371.4679,472.1094
20240201,73000,73600,48.28,409.2202,438.3873
20240202,74000,75200,54.84,494.2759,407.0739
20240205,74200,74300,50.93,458.9705,442.2829
20240206,74300,74400,51.34,433.3297,410.6913
20240207,74600,75000,53.86,445.2348,381.3562
20240208,75000,74100,49.7,413.4323,418.4022
20240213,74800,75200,54.35,462.4728,388.5163
20240214,73700,74000,49.03,429.4391,446.4794
20240215,74200,73000,45.07,398.7648,486.0166
20240216,73300,72800,44.3,370.2816,465.5869
20240219,72800,73800,48.99,415.2615,432.3307
20240220,73700,73300,46.87,385.6,437.1642
20240221,73400,73000,45.59,358.0571,427.3667
20240222,73800,73100,46.12,339.6245,396.8405
20240223,73600,72900,45.17,315.3656,382.7805
20240226,72300,72800,44.68,292.8395,362.5819
20240227,73100,72900,45.32,279.0652,336.6832
20240228,72900,73200,47.3,280.5606,312.6344
20240229,72600,73400,48.63,274.8062,290.3034
20240304,74300,74900,57.34,362.3201,269.5674
20240305,74600,73700,50.03,336.4401,336.0269
20240306,73200,72900,45.84,312.4086,369.1678
20240307,73100,72200,42.48,290.0937,392.7987
20240308,72800,73300,48.82,347.9442,364.7416
20240311,72900,72400,44.5,323.091,402.9744
20240312,72600,73300,49.33,364.2988,374.1905
20240313,73700,74100,53.23,395.4203,347.4626
20240314,74400,74300,54.18,381.4617,322.6438
20240315,73400,72300,44.46,354.2145,442.455
20240318,72600,72800,47.02,364.6277,410.8511
20240319,72300,72800,47.02,338.5829,381.5046
20240320,73700,76900,63.16,607.2555,354.2542
20240321,79200,79300,69.09,735.3087,328.9504
20240322,79600,78900,67.15,682.7867,334.0253
20240325,79600,78200,63.77,634.0162,360.1664
20240326,79700,79900,67.98,710.1579,334.4402
20240327,79200,79800,67.49,659.4323,317.6945
20240328,79400,80800,69.86,683.7586,295.002
20240329,81200,82400,73.23,749.2044,273.9304
20240401,83200,82000,71.09,695.6898,282.9354
20240402,82900,85000,76.61,860.2834,262.7257
20240403,84300,84100,72.16,798.8346,308.2453
20240404,85200,85300,74.3,827.4892,286.2278
20240405,84500,84500,70.41,768.3829,322.9258
20240408,85200,84500,70.41,713.4984,299.8597
20240409,84500,83600,65.91,662.5342,342.7269
20240411,83200,84100,67.16,650.9246,318.2464
20240412,84700,83700,65.1,604.43,324.0859
20240415,82900,82200,57.9,561.2564,408.0798
20240416,81200,80000,49.29,521.1667,536.0741
20240417,80700,78900,45.64,483.9405,576.3545
20240418,78800,79600,48.27,499.3733,535.1863
20240419,78300,77600,42.02,463.7038,639.8159
20240422,77400,76100,38.04,430.5821,701.2576
20240423,76400,75500,36.55,399.8262,694.0249
20240424,77500,78600,47.91,592.6958,644.4517
20240425,77300,76300,41.91,550.3604,762.7052
20240426,77800,76700,43.24,539.6203,708.2262
20240429,77400,76700,43.24,501.076,657.6386
20240430,77000,77500,46.11,522.4277,610.6644
20240502,77600,78000,47.88,520.8258,567.0455
20240503,79000,77600,46.56,483.6239,555.1137
20240507,79600,81300,58.05,713.3651,515.4627
20240508,80800,81300,58.05,662.4104,478.644
20240509,81100,79700,52.4,615.0954,558.7408
20240510,80400,79200,50.74,571.16,554.5451
20240513,79400,78400,48.11,530.3629,572.0776
20240514,78600,78300,47.77,492.4798,538.3577
20240516,80200,78200,47.42,457.3027,507.0465
20240517,78600,77400,44.58,424.6382,527.9717
20240520,78100,78900,50.56,501.4498,490.2595
20240521,78500,78400,48.68,465.6319,490.9552
20240522,78100,77700,46.08,432.3725,505.887
20240523,77700,78300,48.61,444.3459,469.7522
20240524,76800,75900,40.44,412.6069,607.627
20240527,75300,77200,45.76,475.9921,564.2251
20240528,76500,77600,47.32,470.5641,523.9233
20240529,77700,75200,39.91,436.9524,657.9288
20240530,74800,73500,35.65,405.7415,732.3624
20240531,74500,73500,35.65,376.76,680.0508
20240603,74400,75700,44.53,506.9914,631.4758
20240604,74900,75300,43.36,470.7777,614.9418
20240605,78000,77400,50.7,587.1507,571.0174
20240607,78400,77300,50.36,545.2114,537.3733
20240610,76100,75700,45.22,506.2677,613.2752
20240611,75900,75200,43.72,470.1058,605.1841
20240612,75300,76500,48.51,529.3839,561.9567
20240613,78400,78600,55.15,641.5708,521.8169
20240614,79700,79600,57.93,667.1729,484.5443
20240617,79200,78100,52.65,619.5177,557.0768
20240618,78700,79800,57.39,696.695,517.2856
20240619,81100,81200,60.86,746.931,480.3367
20240620,81500,81600,61.82,722.1503,446.0269
20240621,80700,80000,55.93,670.5681,528.4535
20240624,79700,80600,57.56,665.5275,490.7069
20240625,80600,80800,58.12,632.2756,455.6564
20240626,80100,81300,59.55,622.8273,423.1095
20240627,81300,81600,60.42,599.7682,392.8874
